source_dataset,incident_count,year,state_or_location_field_if_available,cause_category_if_available,incident_type_or_system_type_if_available,total_estimated_cost_if_available,fatalities_if_available,injuries_if_available,ignition_or_fire_field_if_available,release_or_leak_field_if_available,dashboard_risk_note
PHMSA Gas Transmission Incidents,1,2014,TX,OTHER INCIDENT CAUSE,TRANSMISSION IN STORAGE FIELD,12110,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,WI,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,296500,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,WV,EQUIPMENT FAILURE,TRANSMISSION IN STORAGE FIELD,22250,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2014,WV,INCORRECT OPERATION,TRANSMISSION SYSTEM,16963,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2014,WY,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,523374,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,9,2015,Not available,CORROSION FAILURE,TRANSMISSION SYSTEM,2336108,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,5,2015,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,139754,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,4,2015,LA,CORROSION FAILURE,TRANSMISSION SYSTEM,630597,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,3,2015,CA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,105979,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,3,2015,CA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,854250,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,3,2015,MS,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,75344,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,3,2015,Not available,CORROSION FAILURE,OFFSHORE GATHERING,1564851,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,2,2015,AR,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,1651616,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,2,2015,LA,CORROSION FAILURE,TRANSMISSION SYSTEM,257950,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2015,LA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,129407,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2015,MI,CORROSION FAILURE,TRANSMISSION SYSTEM,351598,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2015,MI,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,146278,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2015,MI,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,9346548,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,2,2015,MS,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,131246,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2015,MS,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,365260,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2015,MS,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,45883,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,2,2015,NM,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,380583,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2015,OK,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,79810,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2015,PA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,488882,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2015,TX,CORROSION FAILURE,TRANSMISSION SYSTEM,371922,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2015,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,134425,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2015,TX,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,118840,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,2,2015,TX,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,881456,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,2,2015,WV,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,35050,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,AK,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,68300,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,AL,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,8837,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,AR,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,351152,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,CA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,2535000,1,2,YES,MECHANICAL PUNCTURE,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2015,CA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,5978250,1,13,YES,RUPTURE,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2015,CA,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,160058,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,CO,EQUIPMENT FAILURE,TRANSMISSION IN STORAGE FIELD,15275,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,CO,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,25527,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,GA,EQUIPMENT FAILURE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,322077,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,GA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,311785,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,GA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,44240,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,IA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,9940,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,IL,EQUIPMENT FAILURE,TRANSMISSION IN STORAGE FIELD,42260,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,IL,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,104092,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,IN,CORROSION FAILURE,TRANSMISSION IN STORAGE FIELD,70910,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,KS,CORROSION FAILURE,TRANSMISSION SYSTEM,65234,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,KS,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,116685,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,KS,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,386563,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,KS,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,385014,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,KY,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,38204,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,KY,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,188009,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,KY,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,143004,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,KY,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,355091,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,KY,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,31988,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,KY,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,23400,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,LA,CORROSION FAILURE,TRANSMISSION IN STORAGE FIELD,53054,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,LA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,1339179,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2015,LA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,416730,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,LA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,65917,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,LA,INCORRECT OPERATION,TRANSMISSION SYSTEM,7545044,4,1,YES,OTHER,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2015,LA,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,73395,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,LA,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,467961,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,LA,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,710300,0,0,NO,RUPTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,LA,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,72852,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,LA,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,1177420,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2015,MA,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,55150,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,MN,EQUIPMENT FAILURE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,54566,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,MN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,690430,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2015,MN,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,759410,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,MO,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,46332,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,MO,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,2672345,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2015,MO,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,140784,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,MS,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,763681,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2015,NC,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,26105,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,ND,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,55320,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,NE,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,118847,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,NJ,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,98000,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,NJ,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,15700,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,NV,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,109794,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,NV,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,429893,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,NY,EQUIPMENT FAILURE,TRANSMISSION IN STORAGE FIELD,42200,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2015,NY,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,12482,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,NY,INCORRECT OPERATION,TRANSMISSION SYSTEM,0,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,Not available,CORROSION FAILURE,OFFSHORE GATHERING,56813,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,Not available,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,324850,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,Not available,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,251498,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,Not available,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,843098,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2015,OH,CORROSION FAILURE,TRANSMISSION SYSTEM,683901,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,OH,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,235975,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,OH,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,83194,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,OH,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,9610,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,OH,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,110779,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,OK,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,55420,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,OK,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,91652,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,OK,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,2791648,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2015,OK,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,279930,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,OK,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,13138,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,PA,CORROSION FAILURE,TRANSMISSION SYSTEM,224528,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,PA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,4922,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,PA,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,13126,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,PA,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,751154,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,TN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,71626,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,TN,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,114405,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,TX,CORROSION FAILURE,TRANSMISSION SYSTEM,262237,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,1451027,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2015,TX,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,296285,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,TX,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,56506,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2015,TX,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,153232,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,TX,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,191498,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2015,TX,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,455000,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2015,TX,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,13742,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
