PMRecordID,AssetID,PMDueDate,PMCompletedDate,PMCategory,PMFrequency,AssignedTeam,CompletionStatus,ScheduleStatus,DaysOverdue,DataOrigin,IsIllustrative
1,LNG-CMP-002,2024-01-01,2023-12-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
598,LNG-CMP-082,2025-10-01,,Inspection,Monthly,Mech,Open,Overdue,283.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
599,LNG-CMP-082,2025-11-01,2025-11-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
600,LNG-CMP-082,2025-12-01,2025-12-08,Condition Monitoring,Monthly,I&C,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
601,LNG-CMP-082,2026-01-01,2025-12-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
602,LNG-CMP-082,2026-02-01,2026-01-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
603,LNG-CMP-082,2026-03-01,2026-02-26,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
604,LNG-CMP-082,2026-04-01,2026-03-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
605,LNG-CMP-082,2026-05-01,2026-05-10,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
606,LNG-CMP-082,2026-06-01,2026-06-04,Condition Monitoring,Monthly,I&C,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
607,LNG-CMP-082,2026-07-01,2026-06-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
608,LNG-CMP-082,2026-08-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
609,LNG-CMP-082,2026-09-01,,Condition Monitoring,Monthly,I&C,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
610,LNG-CMP-082,2026-10-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
611,LNG-CMP-082,2026-11-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
612,LNG-CMP-082,2026-12-01,,Condition Monitoring,Monthly,I&C,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
613,LNG-CMP-087,2024-01-01,2024-01-05,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
614,LNG-CMP-087,2024-02-01,2024-01-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
615,LNG-CMP-087,2024-03-01,2024-02-27,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
616,LNG-CMP-087,2024-04-01,2024-04-11,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
617,LNG-CMP-087,2024-05-01,2024-04-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
618,LNG-CMP-087,2024-06-01,2024-06-01,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
619,LNG-CMP-087,2024-07-01,2024-06-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
620,LNG-CMP-087,2024-08-01,2024-08-13,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
621,LNG-CMP-087,2024-09-01,2024-08-30,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
622,LNG-CMP-087,2024-10-01,2024-10-09,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
623,LNG-CMP-087,2024-11-01,2024-10-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
624,LNG-CMP-087,2024-12-01,2024-12-07,Condition Monitoring,Monthly,I&C,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
625,LNG-CMP-087,2025-01-01,,Inspection,Monthly,Mech,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
626,LNG-CMP-087,2025-02-01,2025-02-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
627,LNG-CMP-087,2025-03-01,2025-03-06,Condition Monitoring,Monthly,I&C,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
628,LNG-CMP-087,2025-04-01,2025-04-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
629,LNG-CMP-087,2025-05-01,2025-04-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
630,LNG-CMP-087,2025-06-01,2025-06-01,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
631,LNG-CMP-087,2025-07-01,2025-07-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
632,LNG-CMP-087,2025-08-01,,Lubrication,Monthly,Mech,Open,Overdue,344.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
633,LNG-CMP-087,2025-09-01,2025-09-03,Condition Monitoring,Monthly,I&C,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
634,LNG-CMP-087,2025-10-01,2025-09-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
635,LNG-CMP-087,2025-11-01,2025-10-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
636,LNG-CMP-087,2025-12-01,2025-12-01,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
637,LNG-CMP-087,2026-01-01,2025-12-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
638,LNG-CMP-087,2026-02-01,,Lubrication,Monthly,Mech,Open,Overdue,160.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
639,LNG-CMP-087,2026-03-01,2026-03-09,Condition Monitoring,Monthly,I&C,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
640,LNG-CMP-087,2026-04-01,2026-04-05,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
641,LNG-CMP-087,2026-05-01,2026-04-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
642,LNG-CMP-087,2026-06-01,2026-05-29,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
643,LNG-CMP-087,2026-07-01,2026-07-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
644,LNG-CMP-087,2026-08-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
645,LNG-CMP-087,2026-09-01,,Condition Monitoring,Monthly,I&C,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
646,LNG-CMP-087,2026-10-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
647,LNG-CMP-087,2026-11-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
648,LNG-CMP-087,2026-12-01,,Condition Monitoring,Monthly,I&C,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
649,LNG-CMP-092,2024-01-01,,Inspection,Monthly,Mech,Open,Overdue,922.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
650,LNG-CMP-092,2024-02-01,2024-02-10,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
651,LNG-CMP-092,2024-03-01,2024-02-27,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
652,LNG-CMP-092,2024-04-01,2024-04-02,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
653,LNG-CMP-092,2024-05-01,2024-05-15,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
654,LNG-CMP-092,2024-06-01,2024-05-30,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
655,LNG-CMP-092,2024-07-01,2024-07-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
656,LNG-CMP-092,2024-08-01,2024-08-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
657,LNG-CMP-092,2024-09-01,2024-09-01,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
658,LNG-CMP-092,2024-10-01,2024-09-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
659,LNG-CMP-092,2024-11-01,,Lubrication,Monthly,Mech,Open,Overdue,617.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
660,LNG-CMP-092,2024-12-01,2024-12-14,Condition Monitoring,Monthly,I&C,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
661,LNG-CMP-092,2025-01-01,2025-01-09,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
662,LNG-CMP-092,2025-02-01,,Lubrication,Monthly,Mech,Open,Overdue,525.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
663,LNG-CMP-092,2025-03-01,2025-02-28,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
664,LNG-CMP-092,2025-04-01,2025-03-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
665,LNG-CMP-092,2025-05-01,2025-04-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
666,LNG-CMP-092,2025-06-01,,Condition Monitoring,Monthly,I&C,Open,Overdue,405.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
667,LNG-CMP-092,2025-07-01,2025-07-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
668,LNG-CMP-092,2025-08-01,,Lubrication,Monthly,Mech,Open,Overdue,344.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
669,LNG-CMP-092,2025-09-01,,Condition Monitoring,Monthly,I&C,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
670,LNG-CMP-092,2025-10-01,2025-09-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
671,LNG-CMP-092,2025-11-01,2025-10-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
672,LNG-CMP-092,2025-12-01,2025-12-15,Condition Monitoring,Monthly,I&C,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
673,LNG-CMP-092,2026-01-01,2025-12-31,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
674,LNG-CMP-092,2026-02-01,2026-01-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
675,LNG-CMP-092,2026-03-01,2026-02-26,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
676,LNG-CMP-092,2026-04-01,2026-03-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
677,LNG-CMP-092,2026-05-01,2026-04-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
678,LNG-CMP-092,2026-06-01,2026-05-31,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
679,LNG-CMP-092,2026-07-01,2026-07-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
680,LNG-CMP-092,2026-08-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
681,LNG-CMP-092,2026-09-01,,Condition Monitoring,Monthly,I&C,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
682,LNG-CMP-092,2026-10-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
683,LNG-CMP-092,2026-11-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
684,LNG-CMP-092,2026-12-01,,Condition Monitoring,Monthly,I&C,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
685,LNG-CMP-097,2024-01-01,2023-12-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
686,LNG-CMP-097,2024-02-01,,Lubrication,Monthly,Mech,Open,Overdue,891.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
687,LNG-CMP-097,2024-03-01,2024-02-28,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
688,LNG-CMP-097,2024-04-01,2024-04-05,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
689,LNG-CMP-097,2024-05-01,,Lubrication,Monthly,Mech,Open,Overdue,801.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
690,LNG-CMP-097,2024-06-01,,Condition Monitoring,Monthly,I&C,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
691,LNG-CMP-097,2024-07-01,2024-06-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
692,LNG-CMP-097,2024-08-01,,Lubrication,Monthly,Mech,Open,Overdue,709.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
693,LNG-CMP-097,2024-09-01,2024-08-29,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
694,LNG-CMP-097,2024-10-01,2024-09-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
695,LNG-CMP-097,2024-11-01,2024-10-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
696,LNG-CMP-097,2024-12-01,2024-11-28,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
697,LNG-CMP-097,2025-01-01,2024-12-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
